Prj_Code,SiteCode,SiteName,PropertyName,RefugeCode,Ownership,Region,City,County,State,PrimaryContact,SecondContact,PhoneNumber,Latitude,Longitude,Elevation,Class,Longevity,Origin
3,CO-10963,Old Skool Plough,,10963,,,Hygeine/Lyons,Boulder,CO,,,,40.214486,-105.178735,1593,Pond,Semi-permanent,Artificial
3,CO-11016,Sprinkler Pond,,11016,,,Longmont/Hygeine,Boulder,CO,,,,40.205072,-105.172723,1580,Pond,Permanent,Artificial
,CO-11274,Kensington Park,,,,,Longmont,Boulder,CO,,,,40.171098,-105.090777,1517,Pond,Permanent,Artificial
,CO-11300,BC's POND,,,,,Boulder,Boulder,CO,,,,40.166791,-105.192082,1567,Pond,Permanent,Artificial
3,CO-11340,Frog Pond,,,,,,Boulder,CO,,,,40.16039,-105.266507,1712,Pond,Permanent,Artificial
3,CO-11349,Happy Turtle,,11349,,,Lyons,Boulder,CO,,,,40.159365,-105.244632,1645,Pond,Permanent,Artificial
3,CO-11441,Longs Pond,,,,,Boulder,Boulder,CO,,,,40.150196,-105.190675,1559,Pond,Permanent,Artificial
3,CO-11444,Sangria,,,,,,,CO,,,,40.149816,-105.253643,,,,
3,CO-11456,Dead Bull Frog Pond,,,,,Boulder,Boulder,CO,,,,40.149268,-105.246993,1639,Pond,Permanent,Artificial
3,CO-11564,Killer,,,,,,,CO,,,,40.122018,-105.518074,3783,Pond,Permanent,Natural
3,CO-11610,Criminal Suspect,,,,,,,CO,,,,40.117927,-105.257475,,,,
,CO-11667,Meth Farm,,,,,,,CO,,,,40.108943,-105.260587,1650,Pond,Permanent,Artificial
3,CO-11767,Cheatgrass,,,,,,,CO,,,,40.07278,-105.078571,1529,Pond,Permanent,Artificial
3,CO-11807,Long Hike,,,,,,,CO,,,,40.091733,-105.55189,3099,Pond,Permanent,Natural
,CO-11843,Chicken Coop,,,,,Boulder,Boulder,CO,,,,40.06648,-105.26868,1673,Pond,Permanent,Artificial
3,CO-11871,Bong Pond,,,,,,,CO,,,,40.063114,-105.255502,1630,Pond,Permanent,Natural
3,CO-12004,Gold Hill,,,,,,,CO,,,,40.057389,-105.460502,2618,Pond,Permanent,Natural
3,CO-12229,Mosquito,,,,,,,CO,,,,40.034249,-105.121947,1576,Pond,Permanent,Artificial
3,CO-12370,Fairy Magic,,,,,,Boulder,CO,,,,40.008709,-105.542304,2948,Pond,Temporary,Natural
3,CO-12383,Campus Pond,CU Boulder,12383,CU,,Boulder,Boulder,CO,,,,,,1603,Pond,Permanent,Artificial
,CO-12392,Baseline Pond,,,,,Boulder,Boulder,CO,,,,40.000771,-105.259428,,Pond,Permanent,Artificial
3,CO-12466,Clandestine,,,,,,Boulder,CO,,,,39.988617,-105.493739,2490,Pond,Permanent,Natural
3,CO-12579,Cherryvale West,,12579,,,Boulder,Boulder,CO,,,,39.969543,-105.213509,1677,Pond,Permanent,Other
3,CO-12593,Upper Shanahan,,,,,Boulder,Boulder,CO,,,,39.965968,-105.271094,1853,Pond,Semi-permanent,Artificial
3,CO-12617,Placid Pond,,12617,,,Boulder,Boulder,CO,,,,39.959127,-105.260994,1753,Pond,Semi-permanent,Artificial
3,CO-12970,Kittipoo,,,,,,,CO,,,,39.882337,-105.500039,2767,Pond,Semi-permanent,Natural
3,CO-13530,Orange Vest,,,,,,,CO,,,,40.403848,-105.620718,,Pond,Semi-permanent,Natural
3,CO-15265,Metal  Shop,,,,,,,CO,,,,40.42262,-104.929171,,Pond,Permanent,Artificial
3,CO-16277,Hippy Horse Pond,,16277,,,Fort Collins,Larimer,CO,Private- Hippy Lady,,,40.623881,-104.978986,1557,Pond,Permanent,Artificial
3,CO-17094,Freakin' lost pond,,17094,,,Greeley,Weld,CO,,,,40.405184,-104.8513,1508,Pond,Permanent,Artificial
,CO-2029,Log Cabin,,,,,Near Aspen Park,Jeffco,CO,,,,40.050041,-105.273489,2359,Pond,Permanent,Artificial
3,CO-20781,Dobbs Reservoir,,,,,,Rio Blanco,CO,,,,39.93040636,-107.6256254,2560,Pond,Temporary,Natural
,CO-2175,Buck Wheat Pond,,,,,Westminster,Broomfield,CO,,,,39.92321,-105.01562,1587,Pond,Permanent,Artificial
3,CO-2205,Humpin Dragon Flies,,,,,,,CO,,,,39.563474,-105.287129,2556,Pond,Permanent,Natural
3,CO-2319,#15,,,,,,,CO,,,,39.548297,-105.281428,,,,
3,CO-2329,Flying J,,,,,,Jefferson,CO,,,,39.546879,-105.321793,2451,Pond,Permanent,Artificial
3,CO-2387,Peruvian Passo,,,,,,,CO,,,,39.542181,-105.259832,2380,Pond,Permanent,Artificial
3,CO-2683,RU Lazy Pond,,,,,,Jefferson,CO,,,,39.504864,-105.262321,2582,Pond,Permanent,Artificial
,CO-3PIG,Three Little Pigs,,,,,Meeker,Rio Blanco,CO,,,,40.01047,-107.88374,1998,Pond,Permanent,Artificial
5,CO-5356,Remediation Pond RMA02,Rocky Mountain Arsenal National Wildlife Refuge,RKM,,6,,,CO,Sherry Skipper,,,39.836165,-104.860054,,,,
,CO-6132,Rat Attack,,,,,Broomfield,Broomfield,CO,,,,39.948735,-105.059321,1641,Pond,Permanent,Artificial
,CO-6141,Ticky Tacky,,,,,Broomfield,Broomfield,CO,,,,39.9477,-105.04953,1639,Pond,Permanent,Artificial
,CO-6627,Field Open Space,,,,,Broomfield,Broomfield,CO,,,,39.92744,-105.06533,1621,Pond,Permanent,Artificial
,CO-6634,Duckweed,,,,,Broomfield,Broomfield,CO,,,,39.92506,-105.01724,1591,Pond,Permanent,Artificial
3,CO-6758,Bullfrog Tadpole Pond,,6758,,,North Glen,,CO,Charles (something) park,,,39.896867,-104.9947,1657,Pond,Permanent,Artificial
3,CO-6782,Not the Golf Course/Pink Algae,,,,,Westminster,,CO,,,,,,1650,Pond,Permanent,Artificial
3,CO-6790,Concrete Pond,,,,,Thomson,,CO,,,,39.892673,-104.936787,1568,Pond,Permanent,Artificial
3,CO-6819,Margarets Pond,,,,,,Open Space,CO,,,,39.886129,-105.043091,,Pond,Permanent,Other
3,CO-6868,Crappy Cattails,,,,,Thornton,,CO,,,,39.87244,-104.9539,,Pond,Permanent,Artificial
3,CO-6944,Train Wreck,,,,,,,CO,,,,39.86393,-105.222115,,,,
5,CO-7012,RMA05 Two Track,Rocky Mountain Arsenal National Wildlife Refuge,RKM,,6,,,CO,Sherry Skipper RMA 05,,,39.830853,-104.815231,1603,Pond,Permanent,Artificial
3,CO-8434,Chucks Pond,,,,,,,CO,,,,40.100529,-105.062399,1528,Pond,Permanent,Artificial
3,CO-9151,Train Whistle,,9151,,,,Jefferson,CO,,,,39.854853,-105.18957,1793,Pond,Temporary,Artificial
3,CO-9211,Land crab,,,,,,,CO,,,,39.843191,-105.199114,1755,Pond,Temporary,Artificial
3,CO-9214,Clubcrest Pond,,9214,,,,,CO,,,,39.842749,-105.100058,1600,,Permanent,
3,CO-9257,Marshall Pond,,9257,,,Aurora,,CO,,,,39.841225,-105.101092,1685,Pond,Permanent,Artificial
3,CO-9260,Friends Pond,,9260,,,Arvada,,CO,,,,39.840641,-105.101723,,Pond,Permanent,Artificial
,CO-9655,BMX Pond,,,,,Arvada,,CO,,,,39.78897,-105.11603,1659,Pond,Permanent,Artificial
5,CO-9960,Nuclear Juncus,Rocky Flats National Wildlife Refuge,9960,,6,Boulder,Boulder,CO,Rocky Flats,,,39.895499,-105.224628,1850,Pond,Permanent,Artificial
9,CO-ACK,Ackerman Pond,,,,,,,CO,,,,,,,,,
,CO-ACRES,"5,000 Acres",,,,,Buford,Rio Blanco,CO,,,,39.99994,-107.5838,2147,Pond,Permanent,Artificial
5,CO-ALM07,Alamosa NWR #7,Alamosa National Wildlife Refuge,ALM,,6,,,CO,,,,37.38968,-105.78041,,,,
3,CO-Angry,Angry Woolly,,,,,Hygeine,Boulder,CO,Gene (property overseer),,,40.156499,-105.227613,1607,Pond,Permanent,Artificial
5,CO-ARP24,Tour Loop North,Arapahoe National Wildlife Refuge,ARP,,6,,,CO,,,,40.66658,-106.33263,,,,
3,CO-BABY,Babysitters Club,,,,,,,CO,,,,39.494533,-105.217287,2404,Pond,Permanent,Artificial
,CO-BAKU,Barking Kujo,,,,,,,CO,,,,40.05505,-105.09412,1539,Pond,Permanent,Artificial
,CO-BAMA,Balloon Marsh,,,,,,,CO,,,,39.94058,-107.60059,2559,Pond,Permanent,Natural
,CO-BEEF,Beef Jerky,,,,,Boulder,Boulder,CO,,,,40.046472,-105.159627,1563,Lake,Permanent,Artificial
,CO-BENCH,Private Bench,,,,,,Larimer,CO,,,,40.845795,-105.518489,2423,Pond,Permanent,Artificial
3,CO-BICA,Bible Camp,,,,,,,CO,,,,39.884614,-105.453379,2721,,,
3,CO-BIGLK,Big Lick,,,,,,,CO,,,,40.010359,-107.625487,,,,
,CO-BUCK,Big Buck Pond,,,,,White River National Forest,Rio Blanco,CO,,,,39.9236,-107.62643,2593,Pond,Permanent,Natural
3,CO-Bull,Bull Garden,,,,,,Larimer,CO,,,,40.87755,-105.48337,2369,Pond,Permanent,Natural
,CO-BURG,Burgler Pond,Burgler Pond,,,,,Boulder,CO,,,,40.111677,-105.263172,1673,Pond,Permanent,Artificial
,CO-CAMEX,Cemex Pond,,,,,Lyons,Boulder,CO,,,,40.209432,-105.235538,1604,Pond,Permanent,Artificial
3,CO-CANON,"Canon City, CO",,,,,,,CO,,,,38.46369,-105.05146,,,,
,CO-CHUBO,Chubbywood Boy Scout Camp,,,,,,Larimer,CO,,,,40.74038,-105.50101,2295,Pond,Permanent,Natural
,CO-CLAY,Claymore Lake,,,,,,,CO,,,,40.61787,-105.15223,1571,Pond,Permanent,Artificial
,CO-COCK2,Cock 2,,,,,,Rio Blanco,CO,,,,,,2054,Pond,Permanent,Artificial
3,CO-COJU,Cow Juncus,,,,,Boulder,Booulder,CO,,,,39.93269,-105.19839,1740,Pond,Temporary,Natural
3,CO-CowSh,Cowshit Pond,,,,,Boulder,Jefferson,CO,,,,39.866965,-105.249014,1925,Pond,Temporary,Artificial
9,CO-CR23,CR23,,,,,,,CO,,,,,,,,,
3,CO-CRAIG,Museum - Craig,,,,,Craig,Moffat,CO,,,,40.512539,-107.486241,1895,Pond,Permanent,Artificial
3,CO-CREE2,Creedmore # 1,,,,,,Larimer,CO,,,,40.864048,-105.579743,2541,Pond,Permanent,Natural
3,CO-CREE3,Creedmore # 3,,,,,,,CO,,,,40.862439,-105.586163,2539,Pond,Permanent,Natural
3,CO-CREED,Creedmore # 2,,,,,,Larimer,CO,,,,40.859853,-105.589976,2552,Lake,Permanent,Natural
3,CO-CUBE,Cement Cube,,,,,Superior,Boulder,CO,,,,39.96083,-105.17553,1699,Pond,Semi-permanent,Artificial
3,CO-CUE1,CU EAST 1,,,,,Boulder,Boulder,CO,,,,40.00919,-105.24569,1609,Pond,Permanent,Artificial
3,CO-CUE2,CU EAST 2,,,,,Boulder,Boulder,CO,,,,,,1608,Lake,Permanent,Artificial
3,CO-Dee,Tweedle-Dee,,,,,Boulder,Boulder,CO,,,,,,1788,Pond,Permanent,Artificial
3,CO-DEER,Deer Island,,,,,Boulder,Boulder,CO,,,,40.04454,-105.14568,1934,Lake,Permanent,Natural
,Co-DETEN,Detention Pond,,,,,Broomfield,Broomfield,CO,,,,39.936005,-105.122921,,Pond,Permanent,Artificial
3,CO-DIORM,Dike ORM,,,,,,Routt,CO,,,,40.75277,-107.38508,3650,Pond,Permanent,Natural
,CO-DIXON,Dixon Res,,,,,Fort Collins,Larimer,CO,,,,40.549847,-105.140314,1588,Lake,Permanent,Artificial
3,CO-DONDO,Donny Darko,,,,,,Rio Blanco,CO,,,,40.017459,-107.612384,2436,Pond,Temporary,Natural
3,CO-DOTS,Dotson's,,,,,,Larimer,CO,,,,40.624618,-105.359393,2214,Pond,Temporary,Artificial
9,CO-DOUD,Dougherty Draws,Doudy Draws,,,,,,CO,,,,39.930801,-105.256942,,,,
,CO-DUCK,Baby Duck,,,,,Boulder,Boulder,CO,,,,40.081382,-105.260235,1622,Pond,Permanent,Artificial
3,CO-Dum,Tweedle Dum,,,,,Boulder,Boulder,CO,,,,39.93021,-105.22462,1791,Pond,Permanent,Artificial
3,CO-EERIE,Eerie Place,,,,,EERIE,,CO,,,,40.024234,-105.09083,1630,Pond,Permanent,Artificial
3,CO-ELK,ELK poop,,,,,,Routt,CO,,,,40.124034,-107.293641,3150,Pond,Permanent,
3,CO-FFRC,Firefighter Rockclimber,,,,,Boulder,Boulder,CO,,,,,,,Pond,Permanent,Artificial
,CO-FORLE,For Lease,,,,,Boulder,Boulder,CO,,,,40.012593,-105.22226,1605,Pond,Permanent,Artificial
3,CO-FREE,Free Kittens,,,,,,Larimer,CO,,,,40.639812,-105.310458,2215,Pond,Permanent,Natural
3,CO-FRLO,Friday Love,,,,,Superior,Boulder,CO,,,,39.92752,-105.15359,1689,Lake,Permanent,Artificial
,CO-FUNT,OSMP FUN TIMES,,,,,,,CO,,,,40.0448,-105.15069,1554,Pond,Permanent,Natural
3,CO-FUZZ,Fuzzy Dragonflies,,,,,Superior,Boulder,CO,,,,39.95929,-105.17905,,,,
3,CO-GAZEC,Gazebo Cat,,,CU East?,,Boulder,Boulder,CO,,,,39.98305,-105.23531,1638,Pond,Permanent,Artificial
3,CO-GBH2,GBH2,,,,,Boulder,Boulder,CO,,,,39.9608,-105.23705,3255,Pond,Permanent,Artificial
,CO-GOAT,The Goat,,,,,Longmont,Boulder,CO,,,,40.172599,-105.228238,1609,Pond,Permanent,Natural
3,CO-GOGR,Golfing Grandma,Omni Interlocken Golf Course,,Omni Interlocken Golf Course,,Broomfield,Broomfield,CO,Larry Collins,,3036350380,39.92566,-105.12267,1652,Pond,Permanent,Artificial
3,CO-GOLDE,Golden Eagle,Flatirons Mall,,housing development,,Superior,Boulder,CO,,,,39.92998,-105.13766,1657,Pond,Permanent,Artificial
3,CO-GOLDR,Golden Retriever,,,,,,,CO,,,,40.1649,-105.20097,,,,
,CO-GOLF,Mini Golf,,,,,Broomfiled,,CO,,,,39.952249,-105.04771,1624,Pond,Permanent,Artificial
,CO-GOOSE,Goose Pond,,,,,,,CO,,,,,,,,,
,CO-GRAND,Rio Grande,,,,,Broomfield,,CO,,,,39.939196,-105.108765,1611,Pond,Permanent,Other
,CO-GRAVY,Gravy,,,,,Meeker,Rio Blanco,CO,,,,40.1727,-107.93461,2154,Pond,Permanent,Artificial
3,CO-GREEN,Green Gloves,,,,,Broomfield,Broomfield,CO,,,,39.921368,-105.109243,1649,Pond,Permanent,Artificial
,CO-GRELE,Greenlee Wildlife,,,,,Lafayette,,CO,,,,39.998017,-105.113175,1640,Pond,Permanent,Natural
,CO-GUS,GUS Pond,,,,,,,CO,,,,40.0195,-107.99503,1853,Pond,Permanent,
,CO-Hay,Hay Bale,,,,,,,CO,,,,40.14923,-107.9621,2040,Pond,Permanent,Artificial
3,CO-HIKE,Bicho hike,,,,,,Rio Blanco,CO,,,,39.937335,-107.606661,2570,Pond,Permanent,Natural
,CO-HIOG,Hiogie Pond,,,,,Meeker,Rio Blanco,CO,,,,40.01812,-107.97176,1813,Pond,Permanent,Artificial
,CO-HOFLY,Horse Fly,,,,,Meeker,,CO,,,,40.01817,-107.99732,1820,Pond,Permanent,Artificial
3,CO-HOLE,Hole Two,,,,,Superior,Boulder,CO,,,,39.92126,-105.13844,1684,Pond,Permanent,Artificial
,CO-ICOW,Interrupting Cow,,,,,,,CO,,,,39.99088,-107.9887,1921,Pond,Permanent,Artificial
,CO-ISLAN,Island Paradise,,,,,Boulder,Boulder,CO,,,,40.084379,-105.25693,1616,Pond,Permanent,Artificial
3,CO-JAZZ,Jazzmin,,,,,Boulder,Boulder,CO,,,,39.96561,-105.22923,1665,Pond,Temporary,Artificial
,CO-LARE,Last Resort Pond,,,,,Meeker,Rio Blanco,CO,,,,40.14637,-107.79775,2308,Pond,Permanent,Natural
3,CO-LAVA,Lake Valley / North Rim,,,,,,Boulder,CO,Bob Zieganhagen,rlziegan@comcast.net,,40.087562,-105.265715,1624,Lake,Permanent,Artificial
3,CO-lawnc,Lawn Chair,,,,,,,CO,,,,39.496219,-105.223548,,Pond,Permanent,Artificial
3,CO-LBnch,Little Bench,,,,,,,CO,,,,39.499723,-105.241678,2498,Pond,Permanent,Artificial
3,CO-LODU,Lone Duck,,,,,,,CO,,,,39.965042,-105.517245,2541,Pond,Permanent,Artificial
,CO-LOST,Middle Lost Lake,,,,,,Larimer,CO,,,,40.846939,-105.524652,2401,Pond,Permanent,Natural
3,CO-LOWDY,Lowdy Park,,,,,,,CO,,,,39.715794,-104.882625,,,,
,CO-LPAD,Lily Pad,,,,,Laporte,,CO,,,,40.620104,-105.129442,1543,Pond,Permanent,Natural
3,CO-Lunch,Lunch Pond/Kristin Pond III,Kristin Lopez Ranch,,,,Lyons,Boulder,CO,Kristin,,,40.167918,-105.239422,1624,Pond,Permanent,Artificial
3,CO-LYNX,Lynx Creek,,,,,Buford,Rio Blanco,CO,,,,40.03369343,-107.260363,2916,Pond,Permanent,Natural
3,CO-Magpi,Magpie Meander,,,,,Fort Collins,Larimer,CO,Jennifer Shanahan,,,40.604141,-105.08744,1518,Pond,Permanent,Artificial
3,CO-MARIO,Mario,,,,,,Routt,CO,,,,40.21339,-107.27091,2385,Pond,Permanent,Natural
3,CO-METAL,Metal Daisies,,,,,Boulder,Boulder,CO,,,,39.95887,-105.17063,1691,Ditch,Temporary,Artificial
3,CO-Mons,Monster Pond,,,,,Superior,Boulder,CO,OSMP,,,39.93517,-105.17326,1745,Pond,Temporary,Artificial
3,CO-MONST,Monster Bull,,,,,,,CO,,,,40.010359,-107.625487,,,,
,CO-MOON,Crescent Moon Pond,,,,,,,CO,,,,40.0034,-107.98319,1902,Pond,Permanent,Artificial
,CO-MOSHI,Mosquito Shithole,,,,,White River,Rio Blanco,CO,,,,39.94137,-107.63084,2457,Pond,Permanent,Natural
3,CO-Mud,Mud Lake,East Bay Municipal Utility District San Pablo Reservoir,MUD,East Bay Municipal Utility District,,,,CO,,,,39.977612,-105.509696,2555,Lake,Permanent,Natural
3,CO-MUSK,Three Musketeers,,,,,Superior,Boulder,CO,,,,39.93922,-105.14742,1649,Pond,Permanent,Artificial
3,CO-MYBA,My Bad,,,,,,Larimer,CO,,,,40.842766,-105.52631,2443,Pond,Permanent,Natural
3,CO-NIP,Nipple Pond,,,,,,,CO,,,,40.846053,-107.101676,3450,Pond,Permanent,Natural
3,CO-ORRM,ORR Mooring,,,Private,,,Larimer,CO,,,,40.846617,-105.505998,2420,Lake,Permanent,Natural
3,CO-Oxyg,Oxygen Pond,,,,,,,CO,,,,39.50335,-105.263832,2573,Pond,Permanent,Artificial
,CO-PETE,Peterson Lake,,,,,,,CO,,,,,,,Lake,Permanent,Natural
3,COPO,Cold Pond,,,,,Steamboat,,CO,,,,40.40945137,-106.8072792,2125,,,
3,CO-PooD,Poo Diving Kristin Pond,Kristin Lopez Ranch,,,,Lyons,Boulder,CO,Kristin,,,40.167596,-105.235738,,Pond,Permanent,Natural
3,CO-PRO,Proshop Pond,,,,,Louisville,Boulder,CO,,,,39.922399,-105.131329,1678,Pond,Permanent,Artificial
3,CO-PUBSF,Public Safety,,,,,,,CO,,,,,,,,,
3,CO-PUDD,Brown Puddle,,,,,,Rio Blanco,CO,,,,39.944576,-107.628471,2412,Pond,Temporary,Natural
,CO-PUMP,Large Pump,,,,,,,CO,,,,40.000581,-105.189214,1610,Pond,Permanent,Other
3,CO-PUTT,Putting Green,,,,,,Larimer,CO,,,,40.84461,-105.510506,2417,Pond,Permanent,Artificial
,CO-RAIN,Rainbow Falls,,,,,,Douglas,CO,,,,39.13611,-105.10651,2313,Pond,Permanent,Natural
1,CORALGCP,Coral,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.319829,-121.705488,441,Pond,Temporary,Artificial
3,CO-RBEND,Riverbend Pond,,,,,Fort Collins,Larimer,CO,,,,40.567976,-105.023704,,Pond,Permanent,Artificial
,CO-REDF,Red Feather,,,,,,larimer,CO,,,,40.796251,-105.558426,,Lake,Permanent,Artificial
3,CO-RESTS,Rest Stop Sanctuary,,,,,,,CO,,,,40.497774,-107.374611,,,,
3,CO-RFD2,RFD2,Rocky Flats,,,,,Jefferson,CO,Amy,,,39.871302,-105.169377,,Pond,Permanent,Artificial
,CO-RIOB,Rio Blanco Lake,,,,,,Rio Blanco,CO,,,,40.08862,-108.20461,1759,Lake,Permanent,Artificial
5,CO-RMA01,RMA01 Upper Derby Pond,Rocky Mountain Arsenal National Wildlife Refuge,RKM,,6,,,CO,,,,39.818268,-104.833997,1612,Pond,Temporary,Natural
5,CO-RMA02,Remediation Pond RMA02,Rocky Mountain Arsenal National Wildlife Refuge,RMK,,6,,,CO,,,,,,,,,
5,CO-RMA03,RMA03 The Road Toad,Rocky Mountain Arsenal National Wildlife Refuge,RKM,,6,,,CO,Sherry Skipper,,,39.827232,-104.81064,1607,Pool,Temporary,Artificial
5,CO-RMA04,Baldeagleshallows RMA04,Rocky Mountain Arsenal National Wildlife Refuge,RKM,,6,,,CO,Sherry Skipper RMA-04,,,39.81228,-104.797982,1615,Pond,Permanent,Artificial
3,CO-ROCKR,Rock Roof,,,,,,,CO,,,,,,,,,
,CO-ROPE2,Ropey 2,,,,,,,CO,,,,40.0135,-107.98363,1908,Pond,Permanent,Artificial
,CO-ROPEY,Ropey Pond,,,,,Meeker,,CO,,,,40.00479,-107.98354,1901,Pond,Permanent,Artificial
3,CO-RULA,RU Lazy Pond,,,,,,,CO,,,,39.504864,-105.262321,,,,
3,CO-SAFE,Safeway Sludgepond,,,,,,,CO,,,,39.930843,-105.14774,,Pond,Permanent,Artificial
,CO-SAND,Sandy Cat Pond,,,,,White River National Forest,Rio Blanco,CO,,,,40.01736,-107.61238,2439,Pond,Permanent,Artificial
,CO-SANDY,Sandy's Pond,,,,,,,CO,,,,39.952141,-105.059854,1614,Pond,Permanent,Other
,CO-SAW?,Sawhill ?,,,,,Boulder,Boulder,CO,,,,40.035427,-105.203675,1578,Pond,Permanent,Other
,CO-SAW16,Sawhill # 16,,,,,,Boulder,CO,,,,40.042296,-105.189041,1569,Pond,Permanent,Artificial
,CO-SAW7,Sawhill # 7,,,,,Boulder,Boulder,CO,,,,40.039836,-105.191611,1572,Pond,Permanent,Other
,CO-SCAT,Sleepy Cat,,,,,Sleepy Cat Ponds,Rio Blanco,CO,,,,39.94831,-107.7048,2064,Pond,Permanent,Natural
3,CO-SHSL,Sheep Slaughter,,,,,,Routt,CO,,,,40.77051604,-107.1560488,2523,Pond,Permanent,Other
,CO-SICK,Sick Old Lady Pond,,,,,,,CO,,,,40.40118,-105.17213,1568,Pond,Temporary,Artificial
3,CO-SILT,Silt Baby,,,,,Silt,Garfield,CO,,,,39.564864,-107.682654,1721,Pond,Permanent,Artificial
3,CO-SNAP,Snapping Cesspond,CU South Campus,,,,Boulder,Boulder,CO,,,,39.98473,-105.23459,,Lake,Permanent,Artificial
,CO-SORO,Sorority Pond,,,,,Gunbarrel,Boulder,CO,,,,40.0441,-105.21667,1595,Pond,Permanent,Artificial
3,CO-Spark,Colorado State Park Station,,,,,,,CO,,,,39.50486,-105.390038,,,,
3,CO-SPONG,Spongebob,,,CU,,Boulder,Boulder,CO,,,,39.98187,-105.23109,,Pond,Permanent,Artificial
3,CO-Sterr,Sterry Lake,,,,,Buford,Rio Blanco,CO,,,,39.929227,-107.612983,2624,Lake,Permanent,Natural
,CO-STINK,Stinky Beaver Pond,,,,,,,CO,,,,40.0364,-107.59441,2459,Pond,Permanent,Natural
3,CO-SUMM,Summer Sault,,,,,Superior,Broomfield,CO,,,,39.93644,-105.13474,1643,Pond,Permanent,Artificial
3,CO-SWISS,Swiss Family Robinson,,,,,,,CO,,,,40.173482,-105.238137,1632,Pond,Permanent,Artificial
3,CO-TANT,Tantra Park,,,,,,Boulder,CO,,,,39.98037,-105.2373,1628,Pond,Permanent,Artificial
3,CO-TEAL,Teal Barn,,,,,Boulder,Boulder,CO,,,,40.13721,-105.20856,1582,Pond,Permanent,Artificial
3,CO-TEDR,Teenage Dream,,,,,,Boulder,CO,,,,39.93925,-105.13907,,Pond,Permanent,Artificial
,CO-TELL5,Teller Lake # 5,,,,,Boulder,Boulder,CO,,,,40.03921,-105.1406,1566,Pond,Permanent,Artificial
3,CO-Tenni,Tennis-ee,,,CU South Campus,,Boulder,Boulder,CO,,,,39.97842,-105.23137,1649,Pond,Permanent,Artificial
3,CO-TMAD,Tadpole Madness/Kristin,Kristin Lopez Ranch,,,,,Longmont,CO,,,,40.168978,-105.237923,,,,
,CO-TOAD,Carries Toads,,,,,Broomfield,,CO,,,,39.952141,-105.059854,1636,Pond,Permanent,Artificial
3,CO-TROUG,Horse Trough,,,OSMP & leased to Carrie,,Boulder,Boulder,CO,,,,39.923406,-105.168011,1618,Pond,Temporary,Artificial
3,CO-TWCA,Two Canoe,,,,,,,CO,,,,39.539876,-105.247389,2333,Pond,Permanent,
3,CO-UGDU,Ugly Duckling,,,,,Superior,Boulder,CO,,,,39.92896,-105.13141,1657,Pond,Permanent,Artificial
,CO-UNDE,Underhills Historic,,,,,Ft. Collins,Larimer,CO,,,,40.516524,-105.084243,1519,Pond,Permanent,Artificial
3,CO-Upper,Upper D2 Pond,,,,,,,CO,,,,39.871302,-105.169377,,,,
3,CO-VAIL,Vail Resorts,,,,,Superior,Boulder,CO,,,,39.92489,-105.11313,1646,Pond,Permanent,Artificial
3,CO-VIVA,Viva Peru,,,,,,,CO,,,,40.216333,-107.268326,2350,Pond,Permanent,Artificial
3,CO-WANE,Waneka Reservoir,,,,,Lafayette,,CO,,,,39.99474,-105.11212,,Lake,Permanent,Artificial
3,CO-WESU,We Suck,,,,,,Larimer,CO,,,,40.619116,-105.309562,,Pond,Permanent,Other
3,CO-WILSO,Wilson Reservoir,,,,,,,CO,,,,40.312623,-107.766304,1919,Lake,,
9,CO-Wind,Windsor Pond,,,,,,,CO,,,,,,,,,
,CO-WIND1,Windy Bill's # 1,,,,,White River National Forest,Rio Blanco,CO,,,,40.039573,-107.57556,2504,Pond,Permanent,Artificial
,CO-WIND2,Windy Bill's # 2,,,,,White River,Rio Blanco,CO,,,,40.038805,-107.576936,2504,Pond,Permanent,Artificial
3,CO-Winde,Lake Windemere,Moffat County,,,,,,CO,,,,40.517562,-106.983409,,,,
3,CO-WOWA,Woodwards,,,,,Rio Blanco,Rio Blanco,CO,,,,39.745613,-107.944872,2222,Pond,Permanent,Artificial
1,COWPMUD,Cow Poop,East Bay Municipal Utility District San Pablo Reservoir,MUD,East Bay Municipal Utility District,,Orinda Village,Contra Costa,CA,,,5102872038,37.919475,-122.246917,235,Pond,Temporary,Artificial
3,CO-ZEPO,Ze Pond,,,,,Superior,,CO,,,,39.93925,-105.13937,1650,Pond,Permanent,Artificial
1,CratRCO,Crater Pond,Rancho Canada Del Oro Open Space,RCO,Santa Clara County Open Space Authority,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.113382,-121.75253,214,Pond,Temporary,Artificial
1,CSPND013,CSPND013,Carquinez Strait Regional Shoreline,CS,East Bay Regional Park District,,Luzon,Contra Costa,CA,Bill Nichols,,9252280112,38.017149,-122.21444,100,Pond,Permanent,Artificial
1,CTTLMUD,Cattail,East Bay Municipal Utility District San Pablo Reservoir,MUD,East Bay Municipal Utility District,,Orinda Village,Contra Costa,CA,,,5102872038,37.906054,-122.211284,99,Pond,Temporary,Artificial
1,CulvRCO,Culvert,Rancho Canada Del Oro Open Space,RCO,Santa Clara County Open Space Authority,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.125456,-121.751293,241,Pond,Permanent,Artificial
